year,set_name,cards_missing_images,set_adds_last_90_days,set_adds_all_time,set_unique_collectors,set_wishlist_adds
2023,2023 Upper Deck Marvel Wandavision - Picturesque Signatures,6,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Heroes Printing Plates Yellow,10,0,0,0,0
2025,2025 Topps Chrome Marvel - Galactic Legends SuperFractor,10,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Emerald Surge,97,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Printing Plates Magenta,100,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Polished Patches Manufactured Relics,41,0,0,0,0
2019,2019 Upper Deck Marvel Spider-Man Far From Home - Obsidian Diamond Relics,8,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Variant Cover Printing Plates Yellow,100,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Purple,100,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - UD Portraits Red,30,0,0,0,0
2024,2024 SkyBox Metal Universe Marvel Avengers - Precious Metal Gems Green,186,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Sketches,1,0,0,0,0
2024,2024 Upper Deck Marvel Unbound Year 4 - Printing Plates Black,52,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - That Wasn’t a Dream Gold,43,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Agatha Lava Refractor,100,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - Story of Hope Summers Pprinting Plates Black,9,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Top 10 Fights Printing Plates Cyan,10,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Purple Rainbow Reality",100,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Character Poster Golden Treasures Autographs,64,0,0,0,0
2021,2021 Upper Deck Marvel Black Widow - Taskmaster’s Target,12,0,0,0,0
2025,2025 Kakawow Aura Marvel - Aura Rose,83,0,0,0,0
2015,2015 Fleer Retro Marvel - Sketches Characters,1,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Planet Metal,22,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Mirage Lenticular,9,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - What If Printing Plates Magenta,90,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 1 - Printing Plates Magenta,100,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Comic Cuts Autographs,32,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Top 10 Issues Printing Plates Cyan,10,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Guardian Graphs Triples Printing Plates Magenta,3,0,0,0,0
2026,Superfractor 1/22,1,0,0,0,0
2026,Superfractor 1/182,1,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel X-Men - Etch Sketch,1,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Blue Foil,40,0,0,0,0
2026,Superfractor 1/92,1,0,0,0,0
2024,2024 Fleer Throwbacks '59-63 Marvel Edition - Printing Plate Black,30,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - 1st Appearances Printing Plates Black,9,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Printing Plates Black,100,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - Tiny Tech Printing Plates Yellow,15,0,0,0,0
2026,Adversaries - Red,20,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Dragon Scale,70,0,0,0,0
2023,2023 Upper Deck Marvel Spider-Man Across the Spider-Verse Weekly - Achievements,3,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Top 10 Issues Printing Plates Yellow,10,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Rivals Refractor Purple,37,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Rivals Refractor White,37,0,0,0,0
2018,2018 Fleer Ultra X-Men - Stax Middle Layer,30,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Printing Plates Yellow,100,0,0,0,0
2013,2013 Upper Deck Iron Man 3 - Printing Plate Yellow,60,0,0,0,0
2018,2018 Fleer Ultra X-Men - Comic Cut Panels,5,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Hello. We Come in Peace Printing Plates Yellow,1,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Red,10,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Ultra Stars Gold,29,0,0,0,0
2026,Topps Originals,10,0,0,0,0
2022,2022-23 Upper Deck Marvel Annual - Backscatters Gold,1,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Infinity Achievements,6,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Team-Ups,18,0,0,0,0
2025,2025 Topps Chrome Marvel - Avengers Infinity,6,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Eternal Scenery,10,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Ensemble,15,0,0,0,0
2024,2024 Upper Deck X-Men ‘97 SDCC - Gold Foilboard,7,0,0,0,0
2020,2020 Upper Deck Marvel Ages - Metal Relics Silver,7,0,0,0,0
2024,2024 Upper Deck Marvel Beginnings Volume 2 Series 2 - Heavyweights Printing Plates Black,18,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel Iconic Debut Silver,5,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Aliases Orange Foil,8,0,0,0,0
2026,Superfractor 1/101,1,0,0,0,0
2026,Screen Moments,20,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Canvas Gallery Red,10,0,0,0,0
1998,1998 SkyBox Marvel: The Silver Age - Silver Age Heroes,1,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Number 1 Spot Printing Plate Achievements Magenta,25,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - 2023 Upper Deck Marvel Moon Knight,29,0,0,0,0
2026,Blacklight - Neon Red Lava Refractor,100,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - For All Time. Always Printing Plates Black,18,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles Blue Foil,13,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Public Enemy #1 Red Foil,10,0,0,0,0
2025,Infinity Gauntlet,6,0,0,0,0
2019,2019 Upper Deck Marvel 80th Anniversary - Marvel History Achievements,2,0,0,0,0
2023,2023 Upper Deck Marvel Guardians of the Galaxy Vol. 3 Weekly - Achievements,3,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Printing Plates Magenta,90,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs Printing Plates Magenta,10,0,0,0,0
2019,2019 Upper Deck Marvel Spider-Man Far From Home - Mysterio,42,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Printing Plates Yellow",100,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Who Will Wield the Shield? Printing Plates Yellow,7,0,0,0,0
2026,Superfractor 1/43,1,0,0,0,0
2006,2006 Rittenhouse XIII: X-Men The Last Stand - Take a Stand,4,0,0,0,0
2016,2016 Upper Deck Marvel Annual - Top 10 Heroes Printing Plate Cyan,10,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Avengers Holograms,42,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Red & Gold Foil,40,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Green,37,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - Gold Foil Signature Series Silver Spectrum,1,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Printing Plates Black,100,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Midnight Sketch,1,0,0,0,0
2023,2023 Finding Unicorn Marvel’s Avengers 60th Anniversary - Dark Green,63,0,0,0,0
2025,2025 Kakawow Aura Marvel - Marvel Iconic Debut Cyan,3,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Is There A Doctor In The House Gold,20,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - First Anniversary Black,37,0,0,0,0
2024,2024 Upper Deck Women of Marvel - Battle Time - Foil Lt Fx - Purple,25,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S2 - Printing Plates Black,100,0,0,0,0
2026,Finest Autographs - Red Refractor,13,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - TVA Holograms,10,0,0,0,0
2020,2020 Upper Deck Marvel Weekly - Comic Clash,72,0,0,0,0
2025,2025 Topps Mint Marvel - Gambits Double Sided Chrome Playing Cards SuperFractor,52,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Earth's Mightiest Spin-Offs Printing Plates Black,11,0,0,0,0
2026,Superfractor 1/35,1,0,0,0,0
2025,2025 Topps Chrome Marvel - Mask-Off Facsimile Autographs Superfractor,4,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Thunderbolts Gold Refractor,25,0,0,0,0
2026,Topps Originals - Red,10,0,0,0,0
2017,2017 Upper Deck Marvel Annual - Top 10 Heroes Printing Plates Black,10,0,0,0,0
2025,2025 Topps Finest X-Men '97 - Da Nanana Naaaa SuperFractor,2,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces Nahuel Grego - Timeless Red Autographs,69,0,0,0,0
2021,2021 Upper Deck Marvel Unbound - Character Quarterly Achievement,4,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - Tiny Tech Printing Plates Black,15,0,0,0,0
2022,2022 Upper Deck Marvel Unbound - Battle Scenes Quarterly Autographs Achievements,4,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Printing Plates Black,100,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - Preliminary Art,90,0,0,0,0
2022,2022 Upper Deck Marvel Unbound - Sketches,1,0,0,0,0
2025,2025 Topps Chrome Marvel - Classic Comic Book Covers Superfractor,10,0,0,0,0
2023,2023 Upper Deck Marvel What If…? - 1990 Marvel Universe Dimensions Orange,20,0,0,0,0
2026,Superfractor 1/19,1,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Commemorative Skin Black,37,0,0,0,0
2026,Triple Autographs - Red,1,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Diamond Cut Pear,4,0,0,0,0
2024,2024 Finding Unicorn Marvel Comics Universe Evolution - Spotlight,20,0,0,0,0
2012,2012 Upper Deck Marvel Beginnings S3 - Breakthrough Issues Autographs,42,0,0,0,0
2026,Superfractor 1/93,1,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - TVA Profiles,15,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - What If Printing Plates Black,90,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Black & Red Flag Smasher,90,0,0,0,0
2026,Comic Excerpts - Spider-Man,12,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles Printing Plates Cyan,13,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Prominent Profiles,10,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Blue Rainbow Autographs,92,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 1 - Costume Cards,19,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Behind the Lens Silver Foil,15,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - White Vision,37,0,0,0,0
2017,2017 Upper Deck Marvel Premier - Classic Art Shadowbox,24,0,0,0,0
2025,2025 Topps Chrome Marvel - Galactic Legends Black,10,0,0,0,0
2026,Superfractor 1/181,1,0,0,0,0
2012,2012 Rittenhouse Marvel Greatest Heroes - HoloFoil,1,0,0,0,0
2026,Decades Posters - SuperFractor,7,0,0,0,0
2026,Superfractor 1/15,1,0,0,0,0
2015,2015 Fleer Retro Marvel - 1960 Fleer Printing Plate Cyan,21,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - TVA Pruning Orange Shimmer Refractor,25,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - What If Rainbow Achievement,5,0,0,0,0
2023,2023 Upper Deck Marvel What If…? - Flagship High Gloss,30,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Stop Motion Gold,10,0,0,0,0
1997,1997 Fleer/SkyBox Marvel Premium QFX - 1997 Fleer/SkyBox Marvel Premium QFX,25,0,0,0,1
2026,Superfractor 1/91,1,0,0,0,0
2026,Black RayWave Refractor,200,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Printing Plates Magenta,90,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Spectromatic Printing Plates Yellow,20,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Hologram Printing Plates Magenta,100,0,0,0,0
2026,Superfractor 1/23,1,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Hologram Printing Plates Black,81,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Artist Spotlight Printing Plates Black,10,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Pack Wars Victor Prize,100,0,0,0,0
2022,2022 Upper Deck Marvel Unbound - Acetate Facsimile Signature Quarterly Achievements,4,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - First Draft Sketch Cards",1,0,0,0,0
2025,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,4,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Printing Plates Black",100,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Star Emblems,6,0,0,0,0
2026,Astonishing - Orange,10,0,0,0,0
2023,2023 Kakawow Phantom Disney 100 Marvel - Heroes and Villains,36,0,0,0,0
2022,2022-23 Upper Deck Marvel Annual - Holograms Printing Plate Yellow,100,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Champion Patch Achievements,6,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Skill,37,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - White Diamond,37,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Silver,21,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Shadowbox,3,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Ensemble Name Variations,15,0,0,0,0
2025,2025 Kakawow Aura Marvel - Major Events Green,8,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - Gold Rainbow Foilboard Achievements,3,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Printing Plates Cyan,90,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Spectromatic Blue,20,0,0,0,0
2026,Superfractor 1/192,1,0,0,0,0
2026,Superfractor 1/56,1,0,0,0,0
2012,2012 Upper Deck Marvel Premier - Printing Plates Yellow,50,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - VIP Black Achievements,25,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Base Variant Cover Set Printing Plates Magenta,100,0,0,0,0
2025,2025 Topps Finest X-Men '97 - SuperFractor,1,0,0,0,0
2026,Superfractor 1/45,1,0,0,0,0
2023,2023 Flair Marvel - Sketch Artists 6-Piece Puzzles,1,0,0,0,0
2025,2025 Kakawow Aura Marvel - Major Events Silver,8,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Planet Metal Gold,29,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - Holofoil Speckle,20,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Silver Spectrum Foil Autographs,72,0,0,0,0
2023,2023 Upper Deck Marvel Moon Knight - Fist of Vengeance Gun Metal,20,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - 2024 Upper Deck Marvel Black Panther Wakanda Forever,1,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2 - Agents of S.H.I.E.L.D.,9,0,0,0,0
2019,2019 Upper Deck Marvel Studios The First Ten Years - Roman Numerals,3,0,0,0,0
2015,2015 Rittenhouse Marvel The Avengers Silver Age - SketchaFEX,1,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - Rookie Heroes Printing Plates Magenta,10,0,0,0,0
2024,2024 Upper Deck X-Men ‘97 SDCC - Foilboard,2,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Guardian Badges,8,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Women of the Web Red,7,0,0,0,0
2023,2023 Upper Deck Marvel Doctor Strange in the Multiverse of Madness - Pure Madness Red,20,0,0,0,0
2015,2015 Rittenhouse Marvel: Agents of S.H.I.E.L.D. Season 2 - Sketches,1,0,0,0,0
2025,2025 Topps Marvel Comic Book Heroes 1975 Golden Anniversary - SuperFractor,100,0,0,0,0
2024,2024 Topps Chrome Sapphire Edition Marvel - Green Sapphire,5,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Printing Plates Black,90,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Printing Plates Cyan",100,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - One Last Ride Printing Plates Black,7,0,0,0,0
2018,2018-19 Upper Deck Marvel Annual - Printing Plates Black,100,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 Walmart/Hanes - Awesome Mix Retro Throwback Memorabilia,10,0,0,0,0
2021,2021-22 Upper Deck Marvel Annual - Battle Booklet Sketches Ikaris vs. Thanos,1,0,0,0,0
2026,Superfractor 1/112,1,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Mission Briefing Red,6,0,0,0,0
2026,Superfractor 1/129,1,0,0,0,0
2013,2013 Rittenhouse Marvel Greatest Battles - Gold Covers,9,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Printing Plates Black,100,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - Canvas Printing Plates Black,10,0,0,0,0
2023,2023 Upper Deck Marvel Hawkeye - Green,100,0,0,0,0
2020,2020-21 Upper Deck Marvel Annual - Foilboard Hologram,82,0,0,0,0
2023,2023 Finding Unicorn Marvel Infinity Saga Origin - Green,100,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Mission Briefing Printing Plates Black,6,0,0,0,0
2013,2013 Upper Deck Marvel Now! - Cutting Edge Covers Dual Autographs,5,0,0,0,0
2023,2023 Upper Deck Marvel Wandavision - 2000s One Lifetime or Another Film Cels,6,0,0,0,0
2024,2024 Kakawow Marvel Heroes Joy Edition Spider-Man - Posters,30,0,0,0,0
2023,2023 Upper Deck Spider-Man: No Way Home - Conception Perception Acetate Foilboard Gold,11,0,0,0,0
2022,"2022 Upper Deck Marvel Beginnings Volume 2, Series 1 - Flipped FX Black",90,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 Walmart/Hanes - Blue,50,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 Walmart/Hanes - Chrome Cuts,10,0,0,0,0
2008,2008 Rittenhouse Women of Marvel - SketchaFEX Sketches,1,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Focus Frames,7,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Greatest Battles Red Foil,22,0,0,0,0
2020,2020 SkyBox Marvel Masterpieces - What If Printing Plates Cyan,90,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: Avengers vs X-Men - X-Men Blue & Yellow,90,0,0,0,0
2016,2016 Upper Deck Marvel Doctor Strange - Letterman Patches,14,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Guardian Graphs Dual Printing Plates Magenta,9,0,0,0,0
2026,Superfractor 1/62,1,0,0,0,0
2026,Flame Throwers - SuperFractor,8,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Behind the Lens,15,0,0,0,0
2026,Finest Timelines - SuperFractor,10,0,0,0,0
2024,"2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - So, THAT Just Happened",16,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Milestones Printing Plate Magenta,12,0,0,0,0
2026,It's Clobberin' Time - Orange,20,0,0,0,0
2009,2009 Rittenhouse X-Men Archives - Sketches,1,0,0,0,0
2014,2014 Upper Deck Marvel Premier - Printing Plates Black,60,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - The Disappeared Printing Plates Black,36,0,0,0,0
2018,2018 Upper Deck Marvel Masterpieces - What If Printing Plates Yellow,90,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - S1 Season Limited Black,22,0,0,0,0
2012,2012 Rittenhouse Marvel Bronze Age - Poster Puzzle,18,0,0,0,0
2025,2025 Topps Mint Marvel - Chrome SuperFractor,97,0,0,0,0
2025,2025 Kakawow Aura Marvel - The Legend of Iron Man Purple,3,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Comic Cuts,38,0,0,0,0
2023,2023 Upper Deck Marvel The Falcon and The Winter Soldier - Purple Zemo,90,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Printing Plates Black,89,0,0,0,0
2026,Superfractor 1/163,1,0,0,0,0
2023,2023 Upper Deck Marvel Allegiance: The Infinity Trilogy - Comic Cuts,18,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Magenta,46,0,0,0,0
2026,Superfractor 1/77,1,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - Dazzlers Blue,19,0,0,0,0
2007,2007 SkyBox Marvel Masterpieces - Ashcan Alex Ross,3,0,0,0,0
2025,2025 Kakawow Aura Marvel - Villains of Marvel Green,9,0,0,0,0
2026,Marvel Facsimile Autographs,15,0,0,0,0
2017,2017 Upper Deck Marvel Guardians of the Galaxy Vol. 2 - Bronze Foil,90,0,0,0,0
2021,2021 SkyBox Metal Universe Marvel Spider-Man - Z-Force Rave,50,0,0,0,0
2022,2022-23 Upper Deck Marvel Annual - Silver Sparkle Printing Plates Yellow,100,0,0,0,0
2024,2024 Upper Deck Marvel Allegiance Secret Wars - Gold Explosion,90,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - Ensemble Thunder Silver,20,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - Alternate Time Branch,6,0,0,0,0
2023,2023 Upper Deck Marvel Shang-Chi and the Legend of the Ten Rings - Night Adventures Printing Plate Achievements Yellow,10,0,0,0,0
2024,2024 Fleer Ultra Matriarchs of Marvel - Light Blue Foil,100,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Torso Printing Plates Yellow,1,0,0,0,0
2015,2015 Upper Deck Marvel Vibranium - When Worlds Collide Printing Plates Magenta,20,0,0,0,0
2011,2011 Upper Deck Marvel Beginnings S1 - Printing Plates Magenta,100,0,0,0,0
1998,1998 SkyBox Marvel: The Silver Age - Sketches,7,0,0,0,0
2015,2015 Upper Deck Marvel 3D - Legendary Playable Sketches,1,0,0,0,0
2017,2017 Fleer Ultra Marvel Spider-Man - Marvel Metal Precious Metal Gems Purple,2,0,0,0,0
2026,Superfractor 1/51,1,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Hello. We Come in Peace Printing Plates Cyan,1,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - Joe Jusko Commemorative Buybacks,1,0,0,0,0
2024,2024 Upper Deck Marvel Guardians of the Galaxy Vol 3 - Printing Plates Cyan,75,0,0,0,0
2023,2023 Upper Deck Marvel Thor Love and Thunder - A Classic Thor Adventure Gold,40,0,0,0,0
2025,2025 Kakawow Phantom Marvel Rivals - Blue,37,0,0,0,0
2025,2025 Topps Finest X-Men '97 - Morph,1,0,0,0,0
2025,2025 Topps Chrome Marvel - Topps Patrimony,5,0,0,0,0
2013,2013 Upper Deck Iron Man 3 - Heroic Threads Dual,9,0,0,0,0
2026,First Family - Gold,20,0,0,0,0
2026,Superfractor 1/59,1,0,0,0,0
2013,2013 Upper Deck Iron Man 3 - Comic Creator Autographs,3,0,0,0,0
2024,2024 Upper Deck Marvel Masterpieces '92 Platinum - Battle Spectrum Printing Plate Achievements Black,5,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Retro Diamond Relics,75,0,0,0,0
2026,First Family,20,0,0,0,0
2023,2023 Fleer Ultra Marvel Midnight Sons - Spirits of Vengeance Purple,9,0,0,0,0
2022,2022 SkyBox Marvel Masterpieces - Preserved In Amber Orange,92,0,0,0,0
2025,2025 Topps Chrome Marvel - Golden Anniversaries,3,0,0,0,0
2013,2013 Upper Deck Marvel Now! - Sketch Artists Blank Cover Variant,9,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Ultimate Black,4,0,0,0,0
2023,2023 Upper Deck Marvel Platinum - Gold Rainbow Autographs,30,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Torso Printing Plates Magenta,1,0,0,0,0
2026,Fantastic Creators Cut Signatures,2,0,0,0,0
2022,2022 Upper Deck Allure Marvel Studios - Pink,70,0,0,0,0
2026,Superfractor 1/78,1,0,0,0,0
2026,Mass Symbiiote Take Over,30,0,0,0,0
2025,2025 Kakawow Aura Marvel - Infinite Moments Red,3,0,0,0,0
2023,2023 Fleer Ultra Marvel Wolverine - Medallions Blue,18,0,0,0,0
2018,2018 Upper Deck Marvel Ant-Man and the Wasp - X-Con Background Check Printing Plates Magenta,10,0,0,0,0
2026,Screen Moments - Red,20,0,0,0,0
2023,2023 Upper Deck Marvel Eternals - Eternal Regard Duals Plexi,4,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - HoloGrFX Green,30,0,0,0,0
2023,2023-24 Upper Deck Marvel Annual - Printing Plates Black,62,0,0,0,0
2022,2022 Upper Deck Spider-Man: Into the Spider-Verse - Spider-Sigs Portraits Printing Plates Black,5,0,0,0,0
2024,2024 Upper Deck Marvel Studios Series 2: Cinematic - Fee Fi Foes Gold,11,0,0,0,0
2026,Superfractor 1/126,1,0,0,0,0
2024,2024 Upper Deck Marvel Black Panther Wakanda Forever - Green,90,0,0,0,0
2016,2016 Upper Deck Marvel Gems - Gem Character Sketches,1,0,0,0,0
2016,2016 Upper Deck Marvel Gems - No Boys Allowed,2,0,0,0,0
2026,Astonishing,10,0,0,0,0
2019,2019-20 Upper Deck Marvel Annual - Future Watch Heroes Printing Plates Yellow,5,0,0,0,0
2022,2022 Fleer Ultra Marvel Avengers - Greatest Battles Printing Plates Black,13,0,0,0,0
2023,2023 Upper Deck Marvel Loki Season 1 - For All Time. Always Printing Plates Cyan,18,0,0,0,0
2016,2016 Upper Deck Marvel Masterpieces - Canvas High Series Printing Plates Black,10,0,0,0,0
2021,2021 Upper Deck Marvel Black Diamond - Diamond Facet,24,0,0,0,0
2024,2024 Upper Deck Women of Marvel - Battle Time - Foil Lt Fx - Green,25,0,0,0,0
2026,Superfractor 1/144,1,0,0,0,0
1992,1992 Impel The Uncanny X-Men - Promos,3,0,0,0,0
