Set Number,Set Year,Main Set Name,Sub Set Name
1405,2017,2017 Upper Deck Marvel Thor Ragnarok,Mini Comics Actor Autographs  
1406,2017,2017 Upper Deck Marvel Thor Ragnarok,Mini Comics Creator Autographs  
1407,2017,2017 Upper Deck Marvel Thor Ragnarok,Mini Comics Creator Autographs Acetate  
1408,2017,2017 Upper Deck Marvel Thor Ragnarok,Mini Comics Master Achievement Actor Autographs  
1409,2017,2017 Upper Deck Marvel Thor Ragnarok,Mini Comics Master Achievements  
1410,2017,2017 Upper Deck Marvel Thor Ragnarok,Mistress of Death  
1411,2017,2017 Upper Deck Marvel Thor Ragnarok,Precious Metal Gems Purple Achievements  
1412,2017,2017 Upper Deck Marvel Thor Ragnarok,Red LTFX  
1413,2017,2017 Upper Deck Marvel Thor Ragnarok,Sketch Artists  
1414,2017,2017 Upper Deck Marvel Thor Ragnarok,Stars of Sakaar Autographs  
1415,2017,2017 Upper Deck Marvel Thor Ragnarok,Stars of Sakaar Autographs Dual  
1416,2017,2017 Upper Deck Marvel Thor Ragnarok,The Armory Memorabilia  
1417,2017,2017 Upper Deck Marvel Thor Ragnarok,The Armory Memorabilia Autographed  
1418,2017,2017 Upper Deck Marvel Thor Ragnarok,The Armory Memorabilia Dual  
1419,2017,2017 Upper Deck Marvel Thor Ragnarok,The Armory Memorabilia Dual Autographed  
1420,2017,2017 Upper Deck Marvel Thor Ragnarok,The Armory Memorabilia Triple  
1421,2017,2017 Woolworths Marvel Heroes Discs,  
1422,2018,2018 Marvel AMC Spider-Man: Into the Spider-Verse,  
1423,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,  
1424,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Behind the Lens  
1425,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Behind the Lens Printing Plates Black  
1426,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Behind the Lens Printing Plates Cyan  
1427,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Behind the Lens Printing Plates Magenta  
1428,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Behind the Lens Printing Plates Yellow  
1429,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Ghost  
1430,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Honeycomb  
1431,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Micro Swatch Relic Achievement  
1432,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Mini Giants Autographs  
1433,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Minis  
1434,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Printing Plates Black  
1435,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Printing Plates Cyan  
1436,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Printing Plates Magenta  
1437,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Printing Plates Yellow  
1438,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Anomaly Dual Memorabilia  
1439,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Anomaly Memorabilia  
1440,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Anomaly Triple Memorabilia  
1441,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Auto Anomaly Memorabilia  
1442,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Stars Autographs Full Body  
1443,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Stars Autographs Portrait  
1444,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Stars Autographs Torso  
1445,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Stars Autographs Variant  
1446,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Quantum Stars Dual Auto Achievement  
1447,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Royal Foil Achievement  
1448,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Sketch Artists  
1449,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Tiny Tech  
1450,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Tiny Tech Printing Plates Black  
1451,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Tiny Tech Printing Plates Cyan  
1452,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Tiny Tech Printing Plates Magenta  
1453,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Tiny Tech Printing Plates Yellow  
1454,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,Wasp Wing Die Cut  
1455,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,X-Con Background Check  
1456,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,X-Con Background Check Printing Plates Black  
1457,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,X-Con Background Check Printing Plates Cyan  
1458,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,X-Con Background Check Printing Plates Magenta  
1459,2018,2018 Upper Deck Marvel Ant-Man and the Wasp,X-Con Background Check Printing Plates Yellow  
1460,2018,2018 Upper Deck Marvel Avengers Infinity War,  
1461,2018,2018 Upper Deck Marvel Avengers Infinity War,Behind the Scenes  
1462,2018,2018 Upper Deck Marvel Avengers Infinity War,ePack Achievements  
1463,2018,2018 Upper Deck Marvel Avengers Infinity War,Film Cels  
1464,2018,2018 Upper Deck Marvel Avengers Infinity War,Film Cels Autographs  
1465,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Autographs  
1466,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Autographs Printing Plates Black  
1467,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Autographs Printing Plates Cyan  
1468,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Autographs Printing Plates Magenta  
1469,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Autographs Printing Plates Yellow  
1470,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Duals Autographs  
1471,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Duals Autographs Printing Plates Black  
1472,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Duals Autographs Printing Plates Cyan  
1473,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Duals Autographs Printing Plates Magenta  
1474,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Duals Autographs Printing Plates Yellow  
1475,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinite Impressions Inscriptions  
1476,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Crusade  
1477,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Gauntlet  
1478,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Mind Die Cut  
1479,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Power Die Cut  
1480,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Mind Stone  
1481,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Power Stone  
1482,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Reality Stone  
1483,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Soul Stone  
1484,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Space Stone  
1485,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Precious Stone Relics Time Stone  
1486,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Reality Die Cut  
1487,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Soul Die Cut  
1488,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Space Die Cut  
1489,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity Stones Time Die Cut  
1490,2018,2018 Upper Deck Marvel Avengers Infinity War,Infinity War  
1491,2018,2018 Upper Deck Marvel Avengers Infinity War,Precious Metal Gems Purple  
1492,2018,2018 Upper Deck Marvel Avengers Infinity War,Remarkable People  
1493,2018,2018 Upper Deck Marvel Avengers Infinity War,Road to Infinity War  
1494,2018,2018 Upper Deck Marvel Avengers Infinity War,Sketch Artists  
1495,2018,2018 Upper Deck Marvel Avengers Infinity War,Strip Mined Metals  
1496,2018,2018 Upper Deck Marvel Avengers Infinity War,The Mad Titan  
1497,2018,2018 Upper Deck Marvel Black Panther,  
1498,2018,2018 Upper Deck Marvel Black Panther,Acetate  
1499,2018,2018 Upper Deck Marvel Black Panther,Acetate Gold  
1500,2018,2018 Upper Deck Marvel Black Panther,Behind the Lens  
1501,2018,2018 Upper Deck Marvel Black Panther,Behind the Lens Achievement  
1502,2018,2018 Upper Deck Marvel Black Panther,Black  
1503,2018,2018 Upper Deck Marvel Black Panther,Black Panther Suit Redemption  
1504,2018,2018 Upper Deck Marvel Black Panther,Indigo  
1505,2018,2018 Upper Deck Marvel Black Panther,Language of the People  
1506,2018,2018 Upper Deck Marvel Black Panther,Language of the People Achievement  
1507,2018,2018 Upper Deck Marvel Black Panther,MCU Marathon Infinity Stone Relic Achievements  
1508,2018,2018 Upper Deck Marvel Black Panther,Precious Metal Gems Purple  
1509,2018,2018 Upper Deck Marvel Black Panther,Silver  
1510,2018,2018 Upper Deck Marvel Black Panther,Silver Foil  
1511,2018,2018 Upper Deck Marvel Black Panther,Sketch Cards  
1512,2018,2018 Upper Deck Marvel Black Panther,Streets of Wakanda  
1513,2018,2018 Upper Deck Marvel Black Panther,Streets of Wakanda Achievement  
1514,2018,2018 Upper Deck Marvel Black Panther,The King's Mantle Dual Memorabilia  
1515,2018,2018 Upper Deck Marvel Black Panther,The King's Mantle Memorabilia  
1516,2018,2018 Upper Deck Marvel Black Panther,The King's Mantle Memorabilia Autographs  
1517,2018,2018 Upper Deck Marvel Black Panther,The King's Mantle Quad Memorabilia  
1518,2018,2018 Upper Deck Marvel Black Panther,The King's Mantle Triple Memorabilia  
1519,2018,2018 Upper Deck Marvel Black Panther,Wakanda Forever  
1520,2018,2018 Upper Deck Marvel Black Panther,Wakanda Forever Achievement  
1521,2018,2018 Upper Deck Marvel Black Panther,Wakandan Tech  
1522,2018,2018 Upper Deck Marvel Black Panther,Wakandan Tech Achievement  
1523,2018,2018 Upper Deck Marvel Black Panther,Wakandan Vibranium Metal  
1524,2018,2018 Upper Deck Marvel Black Panther,Wakandan Writings Autographs  
1525,2018,2018 Upper Deck Marvel Black Panther,Wakandan Writings Dual Autographs  
1526,2018,2018 Upper Deck Marvel Masterpieces,  
1527,2018,2018 Upper Deck Marvel Masterpieces,Autographs  
1528,2018,2018 Upper Deck Marvel Masterpieces,Battle Spectra  
1529,2018,2018 Upper Deck Marvel Masterpieces,Battle Spectra Gems  
1530,2018,2018 Upper Deck Marvel Masterpieces,Canvas Gallery  
1531,2018,2018 Upper Deck Marvel Masterpieces,Canvas Gallery Variant  
1532,2018,2018 Upper Deck Marvel Masterpieces,Canvas Gallery Variant Foil  
1533,2018,2018 Upper Deck Marvel Masterpieces,Canvas Printing Plates Black  
1534,2018,2018 Upper Deck Marvel Masterpieces,Canvas Printing Plates Cyan  
1535,2018,2018 Upper Deck Marvel Masterpieces,Canvas Printing Plates Magenta  
1536,2018,2018 Upper Deck Marvel Masterpieces,Canvas Printing Plates Yellow  
1537,2018,2018 Upper Deck Marvel Masterpieces,Gold Foil  
1538,2018,2018 Upper Deck Marvel Masterpieces,Gold Rainbow Foilboard Achievements  
1539,2018,2018 Upper Deck Marvel Masterpieces,Holofoil  
1540,2018,2018 Upper Deck Marvel Masterpieces,Holofoil Kaleidoscope  
1541,2018,2018 Upper Deck Marvel Masterpieces,Holofoil Speckle  
1542,2018,2018 Upper Deck Marvel Masterpieces,Mirage  
1543,2018,2018 Upper Deck Marvel Masterpieces,Orange Foil  
1544,2018,2018 Upper Deck Marvel Masterpieces,Original Painting Redemption  
1545,2018,2018 Upper Deck Marvel Masterpieces,Preliminary Art  
1546,2018,2018 Upper Deck Marvel Masterpieces,Printing Plates Black  
1547,2018,2018 Upper Deck Marvel Masterpieces,Printing Plates Cyan  
1548,2018,2018 Upper Deck Marvel Masterpieces,Printing Plates Magenta  
1549,2018,2018 Upper Deck Marvel Masterpieces,Printing Plates Yellow  
1550,2018,2018 Upper Deck Marvel Masterpieces,Purple Foil  
1551,2018,2018 Upper Deck Marvel Masterpieces,Rainbow Foilboard Achievements  
1552,2018,2018 Upper Deck Marvel Masterpieces,Red Foil  
1553,2018,2018 Upper Deck Marvel Masterpieces,Sketch Artists  
1554,2018,2018 Upper Deck Marvel Masterpieces,Uncut Sheet Redemption  
1555,2018,2018 Upper Deck Marvel Masterpieces,What If  
1556,2018,2018 Upper Deck Marvel Masterpieces,What If Autograph  
1557,2018,2018 Upper Deck Marvel Masterpieces,What If Clear Achievements  
1558,2018,2018 Upper Deck Marvel Masterpieces,What If Printing Plates Black  
1559,2018,2018 Upper Deck Marvel Masterpieces,What If Printing Plates Cyan  
1560,2018,2018 Upper Deck Marvel Masterpieces,What If Printing Plates Magenta  
1561,2018,2018 Upper Deck Marvel Masterpieces,What If Printing Plates Yellow  
1562,2018,2018 Upper Deck Marvel's The Defenders,  
1563,2018,2018 Upper Deck Marvel's The Defenders,Acetate  
1564,2018,2018 Upper Deck Marvel's The Defenders,Back From the Dead  
1565,2018,2018 Upper Deck Marvel's The Defenders,Back From the Dead Autographs  
1566,2018,2018 Upper Deck Marvel's The Defenders,Collateral Damage Achievements  
1567,2018,2018 Upper Deck Marvel's The Defenders,Color Wheel  
1568,2018,2018 Upper Deck Marvel's The Defenders,Defenders Connecting Manufactured Patch  
1569,2018,2018 Upper Deck Marvel's The Defenders,Defenders Connecting Manufactured Patch Autographs  
1570,2018,2018 Upper Deck Marvel's The Defenders,Five Fingers of the Hand Autographs  
1571,2018,2018 Upper Deck Marvel's The Defenders,Gold Acetate  
1572,2018,2018 Upper Deck Marvel's The Defenders,Headers  
1573,2018,2018 Upper Deck Marvel's The Defenders,Manufactured Logo Patch  
1574,2018,2018 Upper Deck Marvel's The Defenders,Markings of the Royal Dragon Autographs  
1575,2018,2018 Upper Deck Marvel's The Defenders,Markings of the Royal Dragon Dual Autographs  
1576,2018,2018 Upper Deck Marvel's The Defenders,Markings of the Royal Dragon Quad Autographs Achievement  
1577,2018,2018 Upper Deck Marvel's The Defenders,Sketch Artist  
1578,2018,2018 Upper Deck Marvel's The Defenders,The Black Sky  
1579,2018,2018 Upper Deck Marvel's The Defenders,The Hand  
1580,2018,2018 Upper Deck Marvel's The Defenders,The Heroes Daredevil  
1581,2018,2018 Upper Deck Marvel's The Defenders,The Heroes Iron Fist  
1582,2018,2018 Upper Deck Marvel's The Defenders,The Heroes Jessica Jones  
1583,2018,2018 Upper Deck Marvel's The Defenders,The Heroes Luke Cage  
1584,2018,2018-19 Upper Deck Marvel Annual,  
1585,2018,2018-19 Upper Deck Marvel Annual,Blue  
1586,2018,2018-19 Upper Deck Marvel Annual,Color Wheel  
1587,2018,2018-19 Upper Deck Marvel Annual,Future Watch Heroes Achievements  
1588,2018,2018-19 Upper Deck Marvel Annual,Happy Birthday  
1589,2018,2018-19 Upper Deck Marvel Annual,In Memoriam  
1590,2018,2018-19 Upper Deck Marvel Annual,Infinity Wars Comic Covers  
1591,2018,2018-19 Upper Deck Marvel Annual,Manufactured Patches  
1592,2018,2018-19 Upper Deck Marvel Annual,Manufactured Patches Dual  
1593,2018,2018-19 Upper Deck Marvel Annual,Manufactured Patches Dual e-Pack Achievements  
1594,2018,2018-19 Upper Deck Marvel Annual,Manufactured Patches e-Pack Achievements  
1595,2018,2018-19 Upper Deck Marvel Annual,Pack Wars Character Achievements  
1596,2018,2018-19 Upper Deck Marvel Annual,Printing Plates Black  
1597,2018,2018-19 Upper Deck Marvel Annual,Printing Plates Cyan  
1598,2018,2018-19 Upper Deck Marvel Annual,Printing Plates Magenta  
1599,2018,2018-19 Upper Deck Marvel Annual,Printing Plates Yellow  
1600,2018,2018-19 Upper Deck Marvel Annual,Purple  
1601,2018,2018-19 Upper Deck Marvel Annual,Red  
1602,2018,2018-19 Upper Deck Marvel Annual,Rookie Heroes  
1603,2018,2018-19 Upper Deck Marvel Annual,Sketch Artists  
1604,2018,2018-19 Upper Deck Marvel Annual,Top 10 Fights  
1605,2018,2018-19 Upper Deck Marvel Annual,Top 10 Fights Printing Plates Black  
1606,2018,2018-19 Upper Deck Marvel Annual,Top 10 Fights Printing Plates Cyan  
1607,2018,2018-19 Upper Deck Marvel Annual,Top 10 Fights Printing Plates Magenta  
1608,2018,2018-19 Upper Deck Marvel Annual,Top 10 Fights Printing Plates Yellow  
1609,2018,2018-19 Upper Deck Marvel Annual,Top 10 Heroes  
1610,2018,2018-19 Upper Deck Marvel Annual,Top 10 Heroes Printing Plates Black  
1611,2018,2018-19 Upper Deck Marvel Annual,Top 10 Heroes Printing Plates Cyan  
1612,2018,2018-19 Upper Deck Marvel Annual,Top 10 Heroes Printing Plates Magenta  
1613,2018,2018-19 Upper Deck Marvel Annual,Top 10 Heroes Printing Plates Yellow  
1614,2018,2018-19 Upper Deck Marvel Annual,Top 10 Issues  
1615,2018,2018-19 Upper Deck Marvel Annual,Top 10 Issues Printing Plates Black  
1616,2018,2018-19 Upper Deck Marvel Annual,Top 10 Issues Printing Plates Cyan  
1617,2018,2018-19 Upper Deck Marvel Annual,Top 10 Issues Printing Plates Magenta  
1618,2018,2018-19 Upper Deck Marvel Annual,Top 10 Issues Printing Plates Yellow  
1619,2018,2018-19 Upper Deck Marvel Annual,Top 10 Story Arcs  
1620,2018,2018-19 Upper Deck Marvel Annual,Top 10 Story Arcs Printing Plates Black  
1621,2018,2018-19 Upper Deck Marvel Annual,Top 10 Story Arcs Printing Plates Cyan  
1622,2018,2018-19 Upper Deck Marvel Annual,Top 10 Story Arcs Printing Plates Magenta  
1623,2018,2018-19 Upper Deck Marvel Annual,Top 10 Story Arcs Printing Plates Yellow  
1624,2018,2018-19 Upper Deck Marvel Annual,Top 10 Villains  
1625,2018,2018-19 Upper Deck Marvel Annual,Top 10 Villains Printing Plates Black  
1626,2018,2018-19 Upper Deck Marvel Annual,Top 10 Villains Printing Plates Cyan  
1627,2018,2018-19 Upper Deck Marvel Annual,Top 10 Villains Printing Plates Magenta  
1628,2018,2018-19 Upper Deck Marvel Annual,Top 10 Villains Printing Plates Yellow  
1629,2019,2019 Dave & Buster's Marvel Contest of Champions,  
1630,2019,2019 Dave & Buster's Marvel Contest of Champions,Foil  
1631,2019,2019 Flair Marvel,  
1632,2019,2019 Flair Marvel,Anti-Matter  
1633,2019,2019 Flair Marvel,Anti-Matter Achievements  
1634,2019,2019 Flair Marvel,Artist Autographed  
1635,2019,2019 Flair Marvel,Flairium Achievements  
1636,2019,2019 Flair Marvel,Gold  
1637,2019,2019 Flair Marvel,Lucky 8's Achievement  
1638,2019,2019 Flair Marvel,Lucky 8's Jade  
1639,2019,2019 Flair Marvel,Lucky 8's Jade Gold  
1640,2019,2019 Flair Marvel,Matter  
1641,2019,2019 Flair Marvel,Matter Achievements  
1642,2019,2019 Flair Marvel,Pieces of Flair Achievements  
1643,2019,2019 Flair Marvel,Pieces of Flair Comic Corner Patches  
1644,2019,2019 Flair Marvel,Power Blast  
1645,2019,2019 Flair Marvel,Power Blast e-Pack Achievement  
1646,2019,2019 Flair Marvel,Power Blast e-Pack Exclusives  
1647,2019,2019 Flair Marvel,Singularity  
1648,2019,2019 Flair Marvel,Singularity Achievements  
1649,2019,2019 Flair Marvel,Sketch Artist  
1650,2019,2019 Flair Marvel,Stained Glass  
1651,2019,2019 Flair Marvel,Stained Glass Achievements  
1652,2019,2019 Flair Marvel,Stained Glass Photo Variants  
1653,2019,2019 Flair Marvel,Through the Ages Achievements  
1654,2019,2019 Flair Marvel,Through the Ages Bronze Age  
1655,2019,2019 Flair Marvel,Through the Ages Copper Age  
1656,2019,2019 Flair Marvel,Through the Ages Golden Age  
1657,2019,2019 Flair Marvel,Through the Ages Silver Age  
1658,2019,2019 Flair Marvel,Totemic Teams  
1659,2019,2019 Flair Marvel,Totemic Teams AC Exiles  
1660,2019,2019 Funko Pop! Marvel Avengers: Endgame Collector Cards,  
1661,2019,2019 Kellogg's Marvel Spider- Man Far From Home Stand-Ups,  
1662,2019,2019 Marvel X-Men Cards of X,  
1663,2019,2019 Upper Deck Marvel 80th Anniversary,  
1664,2019,2019 Upper Deck Marvel 80th Anniversary,Color Spike  
1665,2019,2019 Upper Deck Marvel 80th Anniversary,Comic Clippings  
1666,2019,2019 Upper Deck Marvel 80th Anniversary,Comic Clippings Autographs  
1667,2019,2019 Upper Deck Marvel 80th Anniversary,Comic Cover 3-D Lenticulars  
1668,2019,2019 Upper Deck Marvel 80th Anniversary,Greatest Stories Puzzles  
1669,2019,2019 Upper Deck Marvel 80th Anniversary,Retro  
1670,2019,2019 Upper Deck Marvel 80th Anniversary,Sketch Cards  
1671,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,  
1672,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Autographs  
1673,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles  
1674,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Autographs  
1675,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Autographs Variant Achievement  
1676,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Printing Plates Black  
1677,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Printing Plates Cyan  
1678,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Printing Plates Magenta  
1679,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Character Profiles Printing Plates Yellow  
1680,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Color Wheel  
1681,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Comic Connections  
1682,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Printing Plates Black  
1683,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Printing Plates Cyan  
1684,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Printing Plates Magenta  
1685,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Printing Plates Yellow  
1686,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Quad Autographs Achievement  
1687,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,Sketch Artists  
1688,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,The Plot Thickens  
1689,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,The Plot Thickens Printing Plates Black  
1690,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,The Plot Thickens Printing Plates Cyan  
1691,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,The Plot Thickens Printing Plates Magenta  
1692,2019,2019 Upper Deck Marvel Agents of S.H.I.E.L.D. Compendium,The Plot Thickens Printing Plates Yellow  
1693,2019,2019 Upper Deck Marvel Deadpool,  
1694,2019,2019 Upper Deck Marvel Deadpool,3-D Lenticulars  
1695,2019,2019 Upper Deck Marvel Deadpool,Black  
1696,2019,2019 Upper Deck Marvel Deadpool,Chimichangas with Deadpool  
1697,2019,2019 Upper Deck Marvel Deadpool,Dead Glass  
1698,2019,2019 Upper Deck Marvel Deadpool,Dead Patch  
1699,2019,2019 Upper Deck Marvel Deadpool,Deadpool Bombing  
1700,2019,2019 Upper Deck Marvel Deadpool,Meet the Pools!  
1701,2019,2019 Upper Deck Marvel Deadpool,New Mutants #98 Comic Cuts Covers  
1702,2019,2019 Upper Deck Marvel Deadpool,Original Deadpool Art Achievement  
1703,2019,2019 Upper Deck Marvel Deadpool,Pink  
1704,2019,2019 Upper Deck Marvel Deadpool,Pooling Around Achievement  
1705,2019,2019 Upper Deck Marvel Deadpool,Silver  
1706,2019,2019 Upper Deck Marvel Deadpool,Sketch Artists  
1707,2019,2019 Upper Deck Marvel Deadpool,Sport Ball!  
1708,2019,2019 Upper Deck Marvel Premier,  
1709,2019,2019 Upper Deck Marvel Premier,Achievements  
1710,2019,2019 Upper Deck Marvel Premier,Black  
1711,2019,2019 Upper Deck Marvel Premier,Blue  
1712,2019,2019 Upper Deck Marvel Premier,Color Box  
1713,2019,2019 Upper Deck Marvel Premier,Gold  
1714,2019,2019 Upper Deck Marvel Premier,Purple  
1715,2019,2019 Upper Deck Marvel Premier,Red  
1716,2019,2019 Upper Deck Marvel Premier,Sketch Booklets  
1717,2019,2019 Upper Deck Marvel Premier,Sketches  
1718,2019,2019 Upper Deck Marvel Premier,Sketches 5x7  
1719,2019,2019 Upper Deck Marvel Premier,Sketches Quad Panel  
1720,2019,2019 Upper Deck Marvel Premier,Sketches Triple Panel  
1721,2019,2019 Upper Deck Marvel Premier,Written in the Stars  
1722,2019,2019 Upper Deck Marvel Spider-Man Far From Home,  
1723,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Behind The Lens  
1724,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Flash Mob Autographs  
1725,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Greetings From Abroad  
1726,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Mysterio  
1727,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Mysterious Markings Autographs  
1728,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Obsidian Diamond Autograph Relics  
1729,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Obsidian Diamond Relics  
1730,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Primary Elements  
1731,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Road Trip  
1732,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Sketch Artists  
1733,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Stealth Suit  
1734,2019,2019 Upper Deck Marvel Spider-Man Far From Home,Travel Passports  
1735,2019,2019 Upper Deck Marvel Studios The First Ten Years,  
1736,2019,2019 Upper Deck Marvel Studios The First Ten Years,Avengers Endgame Preview Achievements  
1737,2019,2019 Upper Deck Marvel Studios The First Ten Years,Color Wheel  
1738,2019,2019 Upper Deck Marvel Studios The First Ten Years,Eclectic Collection Autographed Memorabilia  
1739,2019,2019 Upper Deck Marvel Studios The First Ten Years,Eclectic Collection Dual Relics  
1740,2019,2019 Upper Deck Marvel Studios The First Ten Years,Eclectic Collection Relics  
1741,2019,2019 Upper Deck Marvel Studios The First Ten Years,Film Cel Autographs  
1742,2019,2019 Upper Deck Marvel Studios The First Ten Years,Film Cels Autographs Dual  
1743,2019,2019 Upper Deck Marvel Studios The First Ten Years,Film Cels Manufactured Relics  
1744,2019,2019 Upper Deck Marvel Studios The First Ten Years,Legendary Scripts Autographs  
1745,2019,2019 Upper Deck Marvel Studios The First Ten Years,Roman Numerals  
1746,2019,2019 Upper Deck Marvel Studios The First Ten Years,Sketch Artists  
1747,2019,2019 Upper Deck Marvel Studios The First Ten Years,Story Of The MCU  
1748,2019,2019 Upper Deck Marvel Weekly,  
1749,2019,2019 Upper Deck Marvel Weekly,Base Set Achievements  
1750,2019,2019 Upper Deck Marvel Weekly,Comic Clash  
1751,2019,2019 Upper Deck Marvel Weekly,Negative Variant  
1752,2019,2019 Upper Deck Marvel Weekly,Sketch Card Achievements  
1753,2019,2019-20 Upper Deck Marvel Annual,  
1754,2019,2019-20 Upper Deck Marvel Annual,Battle Booklet Sketches  
1755,2019,2019-20 Upper Deck Marvel Annual,Creators Corner Autographs  
