Set Number,Set Year,Main Set Name,Sub Set Name
314,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe  
315,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Dimensions  
316,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Dimensions Gold  
317,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Dimensions Orange  
318,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Dimensions Purple  
319,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Printing Plates Black  
320,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Printing Plates Cyan  
321,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Printing Plates Magenta  
322,2023,2023 Upper Deck Marvel What If…?,1990 Marvel Universe Printing Plates Yellow  
323,2023,2023 Upper Deck Marvel What If…?,Marvel Masterpieces Battle Spectrum  
324,2023,2023 Upper Deck Marvel What If…?,Marvel Masterpieces Battle Spectrum Gems  
325,1928,1928 Ogden's Marvels of Motion,  
326,1929,1929 Gem Marvels of the Future,  
327,1933,"1933 Cadbury ""More British Marvels"" Album 2",  
328,1954,1954 Beaulah's Marvels of the World,  
329,1954,1954 Wright's Biscuits Marvels of the World,  
330,1961,1961 Mills Merveilles Modernes (Modern Marvels) (French Text),  
331,1963,1963 Nabisco American Marvels of Nature,  
332,1966,1966 Donruss Marvel Super Heroes,  
333,1966,1966 Marvel Super Heroes Club Art Posters,  
334,1967,1967 Philadelphia Marvel Stickers,  
335,1974,1974 Marvel Value Stamps Series A,  
336,1976,1976 Topps Marvel Super Heroes Stickers,  
337,1976,1976 Topps Marvel Super Heroes Stickers,Conan Puzzle & Checklist  
338,1977,1977 Marvel Super Heroes,  
339,1978,1978 Milton Bradley Marvel Comics Super-Heroes Card Game,  
340,1980,1980 Marvel Super Heroes (Venezuela),  
341,1980,1980 Marvel Superheros French Canadian,  
342,1980,1980 Terrabusi Marvel Comics Superhero (Spain),  
343,1980,1980 Terrabusi Marvel Comics Superhero (Spain),Pogs  
344,1980,1980 Terrabusi Marvel Comics Superhero (Spain),Stickers  
345,1983,1983 Ovaltine Marvel Super Heroes Stickers (Mexico),  
346,1983,1983 Ovaltine Marvel Super Heroes Stickers (USA),  
347,1983,1983 Sunbeam Marvel Super Heroes Family Adventure,  
348,1984,1984 FTCC Marvel Superheroes First Issue Covers,  
349,1984,1984 Leaf Marvel Super Heroes Secret Wars Stickers,  
350,1986,1986 Comic Images Official Marvel Universe Stickers,  
351,1987,1987 Comic Images Marvel Universe I,  
352,1987,1987 Comic Images Marvel Universe II Colossal Conflicts,  
353,1987,1987 Comic Images Marvel Universe II Colossal Conflicts,Promos  
354,1987,1987 Comic Images Marvel's Magic Moments Stickers,  
355,1987,1987 Marvel Solo Avengers Promo,  
356,1988,1988 Comic Images Marvel Universe III Wolverine,  
357,1988,1988 Comic Images Marvel Universe IV Heroic Origins,  
358,1988,1988 Marvel Evolutionary War Promo,  
359,1988,1988 Marvel Masterworks Promo,  
360,1988,1988 Marvel Nick Fury vs. SHIELD Promo,  
361,1988,1988 Waddington's Super Top Trumps Marvel Super Villains,  
362,1989,1989 Comic Images Marvel Comics Arthur Adams,  
363,1989,1989 Comic Images Marvel Comics Mike Zeck,  
364,1989,1989 Comic Images Marvel Comics The Best of John Byrne,  
365,1989,1989 Comic Images Marvel Comics Todd McFarlane,  
366,1989,1989 Marvel Acts of Vengeance,  
367,1989,1989 Marvel New Series Premiere,  
368,1990,1990 Comic Images Marvel Comics Jim Lee,  
369,1990,1990 Comic Images Marvel Comics Todd McFarlane Series 2,  
370,1990,1990 Impel Marvel Universe,  
371,1990,1990 Impel Marvel Universe,4-card Panels  
372,1990,1990 Impel Marvel Universe,Holograms  
373,1990,1990 Impel Marvel Universe,Promos  
374,1990,1990 Marvel Annuals Family Reunion,  
375,1991,1991 Comic Images Marvel Comics First Covers II,  
376,1991,1991 Comic Images Marvel Comics Jim Lee II,  
377,1991,1991 Impel Marvel Universe II,  
378,1991,1991 Impel Marvel Universe II,Autographed Hologram  
379,1991,1991 Impel Marvel Universe II,Holograms  
380,1991,1991 Impel Marvel Universe II,Promos  
381,1991,1991 Impel Marvel Universe II Toy Biz Promos,  
382,1991,1991 Marvel Employees,  
383,1991,1991 Marvel Operation Galactic Storm Checklists,  
384,1992,1992 Impel Marvel Universe,  
385,1992,1992 Impel Marvel Universe,4-Card Promo Panel  
386,1992,1992 Impel Marvel Universe,Holograms  
387,1992,1992 Impel Marvel Universe,Power Ratings  
388,1992,1992 Impel Marvel Universe,Promos  
389,1992,1992 Marvel Comics Annuals,  
390,1992,1992 Marvel Comics Bi-Weekly Promos,  
391,1992,1992 Marvel Comics Live and in Person,  
392,1992,1992 Marvel Comics UK Overkill/Exploits of Spider-Man,  
393,1992,1992 Marvel Employees,  
394,1992,1992 Marvel Infinity War Checklist,  
395,1992,1992 SkyBox Marvel Comics X-Cutioner's Song,  
396,1992,1992 SkyBox Marvel Masterpieces,  
397,1992,1992 SkyBox Marvel Masterpieces,Battle Spectra  
398,1992,1992 SkyBox Marvel Masterpieces,Dealer Promo  
399,1992,1992 SkyBox Marvel Masterpieces,Joe Jusko Signed Parallel  
400,1992,1992 SkyBox Marvel Masterpieces,Promos  
401,1993,1993 Crunch 'N Munch Marvel Super Heroes,  
402,1993,1993 Hasbro G.I. Joe Mission: Search and Destroy,Marvel Comics  
403,1993,1993 Marvel Comics Annuals,  
404,1993,1993 Marvel Comics Crossover Checklists,  
405,1993,1993 Marvel Comics Slamcaps Series 1,  
406,1993,1993 Marvel Midnight Sons,  
407,1993,1993 Marvel Midnight Sons,3-Up Panels  
408,1993,1993 Marvel Midnight Sons,Promos  
409,1993,1993 Marvel UK Gene,  
410,1993,1993 Marvel UK Plasmer #1 Inserts,  
411,1993,1993 SkyBox Marvel Masterpieces,  
412,1993,1993 SkyBox Marvel Masterpieces,Promos  
413,1993,1993 SkyBox Marvel Masterpieces,X-Men 2099 Dyna-Etch  
414,1993,1993 SkyBox Marvel Universe,  
415,1993,1993 SkyBox Marvel Universe,3-D Hologram Card  
416,1993,1993 SkyBox Marvel Universe,Promos  
417,1993,1993 SkyBox Marvel Universe,Red Foil 2099  
418,1994,1994 Crunch 'N Munch Marvel Super Heroes,  
419,1994,1994 Flair Marvel Annual,  
420,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,  
421,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,4-Card Panel Promos  
422,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,9-Card Panel Promos  
423,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,Bronze Holofoils  
424,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,Gold Foil Signature  
425,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,Gold Holofoils  
426,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,Masterprints  
427,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,PowerBlast  
428,1994,1994 Fleer Marvel Masterpieces Hildebrandt Brothers,Silver Holofoils  
429,1994,1994 Fleer Marvel Universe,  
430,1994,1994 Fleer Marvel Universe,3-D Holograms  
431,1994,1994 Fleer Marvel Universe,Jumbo Suspended Animation  
432,1994,1994 Fleer Marvel Universe,Power Blast Gold  
433,1994,1994 Fleer Marvel Universe,Power Blast Rainbow  
434,1994,1994 Fleer Marvel Universe,Power Blast Silver  
435,1994,1994 Fleer Marvel Universe,Suspended Animation  
436,1994,1994 Marvel Checklists,  
437,1994,1994 Marvel Social Responsibility,  
438,1994,1994 Marvel UK ClanDestine,  
439,1994,1994 Pepsi Marvel,  
440,1994,1994 Pepsi Marvel,Holographic  
441,1994,1994 Pepsi Marvel,Prismatic 25-Card Set  
442,1994,1994 Pepsi Marvel,Prismatic 9-Card Set  
443,1994,1994 Slamco Marvel Comics SlamCaps Series 2 'PrismCaps',  
444,1994,1994 Slamco Marvel Comics SlamCaps Series 2 'PrismCaps',Hitters  
445,1994,1994 Universal Studios Florida Marvel Superheroes,  
446,1995,1995 Flair Marvel Annual,  
447,1995,1995 Flair Marvel Annual,Chromium  
448,1995,1995 Flair Marvel Annual,DuoBlast  
449,1995,1995 Flair Marvel Annual,FlairPrint  
450,1995,1995 Flair Marvel Annual,HoloBlast  
451,1995,1995 Flair Marvel Annual,PowerBlast  
452,1995,1995 Flair Marvel Annual,Promos  
453,1995,1995 Fleer DC vs. Marvel Comics,  
454,1995,1995 Fleer DC vs. Marvel Comics,Amalgam Preview  
455,1995,1995 Fleer DC vs. Marvel Comics,Holo F/X  
456,1995,1995 Fleer DC vs. Marvel Comics,Impact  
457,1995,1995 Fleer Marvel Masterpieces,  
458,1995,1995 Fleer Marvel Masterpieces,Canvas  
459,1995,1995 Fleer Marvel Masterpieces,Canvas Promo  
460,1995,1995 Fleer Marvel Masterpieces,E-Motion Signature Series  
461,1995,1995 Fleer Marvel Masterpieces,Holoflash  
462,1995,1995 Fleer Marvel Masterpieces,Mirage  
463,1995,1995 Fleer Marvel Masterpieces,Promo  
464,1995,1995 Marvel Comics Checklists,  
465,1995,1995 Marvel Super Heroes Live & In Person,  
466,1995,1995 Marvel Wallet Cards,  
467,1995,1995 Metal Marvel,  
468,1995,1995 Metal Marvel,Gold Blasters  
469,1995,1995 Metal Marvel,Metal Blasters  
470,1995,1995 Metal Marvel,Metal Prints  
471,1995,1995 Metal Marvel,Promos  
472,1995,1995 Metal Marvel,Silver Flasher  
473,1995,1995 Tarocchi Marvel Glossy Italian,  
474,1995,1995 Universal Studios Florida Marvel Superheroes,  
475,1995,1995 Universal Studios Hollywood Marvel Superheroes,  
476,1995,1995 Ziploc Marvel Team-Ups,  
477,1996,1996 Authentic Images Marvel Classic Characters 24kt. Gold,  
478,1996,1996 Chris Martin Marvel Super Heroes Magnets,  
479,1996,1996 Comic Images Conan: The Marvel Years,  
480,1996,1996 Comic Images Conan: The Marvel Years,Autograph  
481,1996,1996 Comic Images Conan: The Marvel Years,Conan the Savage  
482,1996,1996 Comic Images Conan: The Marvel Years,King Conan MagnaChrome  
483,1996,1996 Comic Images Conan: The Marvel Years,Parallel  
484,1996,1996 Fleer DC vs. Marvel Comics,Incentive Cards  
485,1996,1996 Fleer DC vs. Marvel Comics,Mirage  
486,1996,1996 Fleer DC vs. Marvel Comics,Promos  
487,1996,1996 Fleer Marvel OverPower,Mission Control Expansion Overpower Events 
488,1996,1996 Fleer Marvel OverPower,Mission Control Expansion Overpower Hero 
489,1996,1996 Fleer Marvel OverPower,Mission Control Expansion Overpower Mission / Powerblast 
490,1996,1996 Fleer/SkyBox Marvel Masterpieces,  
491,1996,1996 Fleer/SkyBox Marvel Masterpieces,Artwork Redemptions  
492,1996,1996 Fleer/SkyBox Marvel Masterpieces,Double Impact  
493,1996,1996 Fleer/SkyBox Marvel Masterpieces,Gallery  
494,1996,1996 Fleer/SkyBox Marvel Masterpieces,Masterprints  
495,1996,1996 Fleer/SkyBox Marvel Motion,  
496,1996,1996 Fleer/SkyBox Marvel Motion,Promos  
497,1996,1996 Fleer/SkyBox Marvel Motion,Spider-Man Comic Promos  
498,1996,1996 Fleer/SkyBox Marvel Motion,VirtualVision  
499,1996,1996 Fleer/SkyBox Marvel Vision,  
500,1996,1996 Fleer/SkyBox Marvel Vision,Mini Magazine  
501,1996,1996 Marvel Live and in Person,  
502,1996,1996 Ultra Marvel Onslaught,  
503,1996,1996 Ultra Marvel Onslaught,Autographs  
504,1996,1996 Ultra Marvel Onslaught,Mirage  
505,1997,1997 Fleer Spider-Man,Marvel OverPower Characters  
506,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Age of Apocalypse  
507,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Annihilation Affair  
508,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Fatal Attractions  
509,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Infestation Incident  
510,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Infinity Gauntlet  
511,1997,1997 Fleer Spider-Man,Marvel OverPower Mission Maximum Carnage  
512,1997,1997 Fleer Spider-Man,Marvel OverPower Power  
513,1997,1997 Fleer Spider-Man,Marvel OverPower Special Characters  
514,1997,1997 Fleer Spider-Man,Marvel OverPower Universe  
515,1997,1997 Fleer/SkyBox Marvel Premium QFX,  
516,1997,1997 Fleer/SkyBox Marvel Premium QFX,Autografix  
517,1997,1997 Fleer/SkyBox Marvel Premium QFX,LazerBlast Die Cuts  
518,1997,1997 Fleer/SkyBox Marvel Premium QFX,PhotoGrafix ClearChrome  
519,1997,1997 Fleer/SkyBox Marvel vs. Wildstorm,  
520,1997,1997 Fleer/SkyBox Marvel vs. Wildstorm,Clearchrome  
521,1997,1997 Fleer/SkyBox Marvel vs. Wildstorm,OverPower  
522,1997,1997 Fleer/SkyBox Marvel vs. Wildstorm,Refractor  
523,1998,1998 Marvel Creators Collection,  
524,1998,1998 Marvel Creators Collection,Autograph Prize  
525,1998,1998 Marvel Creators Collection,Autographs  
526,1998,1998 Marvel Creators Collection,Editor's Choice  
527,1998,1998 Marvel Creators Collection,Sketchagraphs  
528,1998,1998 Marvel Creators Collection,Sketchboards Blue  
529,1998,1998 Marvel Creators Collection,Sketchboards Grey  
530,1998,1998 Marvel Creators Collection,Sketchboards White  
531,1998,1998 Marvel Creators Collection,Sketchboards Yellow  
532,1998,1998 SkyBox Marvel: The Silver Age,  
533,1998,1998 SkyBox Marvel: The Silver Age,Alex Ross Salutes the Silver Age  
534,1998,1998 SkyBox Marvel: The Silver Age,Promo  
535,1998,1998 SkyBox Marvel: The Silver Age,Silver Age Autographs  
536,1998,1998 SkyBox Marvel: The Silver Age,Silver Age Heroes  
537,1998,1998 SkyBox Marvel: The Silver Age,Sketches  
538,1998,1998 SkyBox Marvel: The Silver Age,Tribute to Jack Kirby  
539,1999,1999 A&A Global Marvel Vending Stickers,  
540,1999,1999 Marvel Got Milk?,  
541,1999,1999 Marvel Super Hero Island,  
542,2000,2000 Toy Biz Marvel Greatest Moments,  
543,2001,2001 Marvel Live and in Person,  
544,2001,2001 Marvel Master Prints (Series 1),  
545,2001,2001 Marvel Master Prints (Series 2),  
546,2001,2001 Topps Marvel Heroes (Brazil),  
547,2001,2001 Topps Marvel Legends,  
548,2001,2001 Topps Marvel Legends,Costume Change  
549,2001,2001 Topps Marvel Legends,Foil  
550,2001,2001 Topps Marvel Legends,Promos  
551,2001,2001 Topps Marvel Legends,Secret Identity  
552,2001,2001 Topps Marvel Legends,Sketches  
553,2001,2001 Topps Marvel Legends,Spider-Man Ultimate Foil  
554,2002,2002 Johnny Lightning: Marvel Comics Series 1,  
555,2002,2002 Marvel Live and in Person,  
556,2002,2002 Marvel Spider-Man,  
557,2002,2002 Perdue Chicken Marvel,  
558,2003,2003 Johnny Lightning: Marvel Comics Series 2,  
559,2004,2004 Sandylion Marvel Stickers,  
560,2005,2005 Cards Inc. Marvel Heroes Collectors Edition Playing Cards,  
561,2005,2005 Galp Marvel Heroes Axtion Flix (Portugal),  
562,2005,2005 Marvel Character Appearances,  
563,2005,2005 Panini Marvel Heroes Playing Cards (Blue Backs),  
564,2005,2005 Panini Marvel Heroes Playing Cards (Red Backs),  
565,2005,2005 Toy Biz Marvel Figure Factory I,  
566,2005,2005 Toy Biz Marvel Figure Factory II,  
567,2006,2006 Marvel Super Heroes Science Exhibition (Los Angeles),  
568,2006,2006 Marvel Super Heroes Science Exhibition (Ontario),  
569,2006,2006 Marvel/eMusic,  
570,2007,2007 SkyBox Marvel Masterpieces,  
571,2007,2007 SkyBox Marvel Masterpieces,Ashcan Alex Ross  
572,2007,2007 SkyBox Marvel Masterpieces,Ashcan Art Adams  
573,2007,2007 SkyBox Marvel Masterpieces,Gold  
574,2007,2007 SkyBox Marvel Masterpieces,Holofoil  
575,2007,2007 SkyBox Marvel Masterpieces,Preview  
576,2007,2007 SkyBox Marvel Masterpieces,Promos  
577,2007,2007 SkyBox Marvel Masterpieces,Sketches  
578,2007,2007 SkyBox Marvel Masterpieces,Spider-Man  
579,2007,2007 SkyBox Marvel Masterpieces,Spider-Man Foil  
580,2007,2007 SkyBox Marvel Masterpieces,Splash Pages  
581,2007,2007 SkyBox Marvel Masterpieces,Subcasts  
582,2007,2007 SkyBox Marvel Masterpieces,X-Men  
583,2007,2007 SkyBox Marvel Masterpieces,X-Men Foil  
584,2008,2008 Edibas Lamincards Marvel Heroes,  
585,2008,2008 Panini Marvel Jeu de Cartes (France),  
586,2008,2008 Preziosi Collection Marvel Heroes,  
587,2008,2008 Rittenhouse Women of Marvel,  
588,2008,2008 Rittenhouse Women of Marvel,Embossed  
589,2008,2008 Rittenhouse Women of Marvel,Embrace  
590,2008,2008 Rittenhouse Women of Marvel,Promos  
591,2008,2008 Rittenhouse Women of Marvel,SketchaFEX Sketches  
592,2008,2008 Rittenhouse Women of Marvel,Swimsuit Edition  
593,2008,2008 Salo Marvel Iron Man Estampas,  
594,2008,2008 Upper Deck Marvel Masterpieces Set 2,  
595,2008,2008 Upper Deck Marvel Masterpieces Set 2,Avengers  
596,2008,2008 Upper Deck Marvel Masterpieces Set 2,Fantastic Four Movie Memorabilia  
597,2008,2008 Upper Deck Marvel Masterpieces Set 2,Hulk Die Cut  
598,2008,2008 Upper Deck Marvel Masterpieces Set 2,Iron Man Die Cut  
599,2008,2008 Upper Deck Marvel Masterpieces Set 2,Jumbo Box Toppers  
600,2008,2008 Upper Deck Marvel Masterpieces Set 2,Promos  
601,2008,2008 Upper Deck Marvel Masterpieces Set 2,Sketches  
602,2008,2008 Upper Deck Marvel Masterpieces Set 3,  
603,2008,2008 Upper Deck Marvel Masterpieces Set 3,Original Sketches  
604,2008,2008 Upper Deck Marvel Masterpieces Set 3,Writer Autographs  
605,2008,2008 Upper Deck Marvel Masterpieces Set 3,X-Men Secret Identities  
606,2009,2009 Galletas Marinela Marvel,  
607,2010,2010 Rittenhouse 70 Years of Marvel Comics,  
608,2010,2010 Rittenhouse 70 Years of Marvel Comics,Case Topper  
609,2010,2010 Rittenhouse 70 Years of Marvel Comics,Characters  
610,2010,2010 Rittenhouse 70 Years of Marvel Comics,Clearly Heroic Cel  
611,2010,2010 Rittenhouse 70 Years of Marvel Comics,Foil  
612,2010,2010 Rittenhouse 70 Years of Marvel Comics,Promos  
613,2010,2010 Rittenhouse 70 Years of Marvel Comics,Sketch  
614,2010,2010 Rittenhouse 70 Years of Marvel Comics,Stickers  
615,2010,2010 Rittenhouse Legends of Marvel: Black Widow,  
616,2010,2010 Rittenhouse Legends of Marvel: Captain America,  
617,2010,2010 Rittenhouse Legends of Marvel: Iron Man,  
618,2010,2010 Rittenhouse Marvel Heroes and Villains,  
619,2010,2010 Rittenhouse Marvel Heroes and Villains,Alliances  
620,2010,2010 Rittenhouse Marvel Heroes and Villains,Case Topper  
621,2010,2010 Rittenhouse Marvel Heroes and Villains,Incentive Cards  
622,2010,2010 Rittenhouse Marvel Heroes and Villains,Lenticular Flip Cards  
623,2010,2010 Rittenhouse Marvel Heroes and Villains,Parallel  
624,2010,2010 Rittenhouse Marvel Heroes and Villains,Promos  
625,2010,2010 Rittenhouse Marvel Heroes and Villains,Sketch Cards  
626,2010,2010 Rittenhouse Marvel Heroes and Villains,Tri-Fold Posters  
627,2010,2010 Sandylion Marvel Extreme Stickers,  
628,2010,2010 Savvi Marvel Heroes Stickers,  
629,2011,2011 A&A Global Marvel Heroes Stats Stickers,  
630,2011,2011 Rittenhouse Legends of Marvel: Elektra,  
