legacy_set_id,legacy_name,legacy_year,legacy_main_set_id,legacy_main_set_name,legacy_card_count,suggested_canonical_set_id,suggested_canonical_name,suggested_confidence,reason
1262,"marvel 1997 fleer ultra spider man Red Foil",1997,38,"Marvel 1997 Fleer Ultra Spider Man ",81,2745,"1997 Fleer Spider-Man - Marvel OverPower Characters",63,token_overlap_63%
1373,"marvel 2018 ultra x men",2018,,,81,3766,"2018 Upper Deck Marvel Masterpieces",40,token_overlap_40%
1540,"marvel 2022 ultra avengers Animation Cels Red Auto",2022,64,"Marvel 2022 Ultra Avengers ",81,4346,"2022 Fleer Ultra Marvel Avengers - Animation Cels Red Autographs",78,token_overlap_78%
1131,"marvel 1992 comic images ghost rider II",1992,9,"Marvel 1992 Comic Images Ghost Rider II ",80,2277,"1992 SkyBox Marvel Masterpieces - Lost Marvel Bonus Cards",29,token_overlap_29%
1375,"marvel 2018 ultra x men Rainbow Foil",2018,,,75,3783,"2018 Upper Deck Marvel Masterpieces - Orange Foil",48,subset_term_match_48%
1374,"marvel 2018 ultra x men Gold Foil",2018,,,75,3777,"2018 Upper Deck Marvel Masterpieces - Gold Foil",67,subset_term_match_67%
1376,"marvel 2018 ultra x men Silver Foil",2018,,,74,3750,"2018 Upper Deck Marvel Black Panther - Silver Foil",58,subset_term_match_58%
1278,"marvel 2000 topps x men the movie",2000,43,"Marvel 2000 Topps X-Men: The Movie ",73,2782,"2000 Toy Biz Marvel Greatest Moments",33,token_overlap_33%
1296,"marvel 2009 rittenhouse spider man archives",2009,48,"Marvel 2009 Rittenhouse Spider Man Archives",73,2846,"2009 Galletas Marinela Marvel",33,token_overlap_33%
1135,"marvel 1992 comic images silver surfer",1992,11,"Marvel 1992 Comic Images Silver Surfer ",72,2628,"1992 Impel Marvel Universe",33,token_overlap_33%
1297,"marvel 2009 rittenhouse spider man archives Foil",2009,48,"Marvel 2009 Rittenhouse Spider Man Archives",72,2846,"2009 Galletas Marinela Marvel",29,token_overlap_29%
1300,"marvel 2010 rittenhouse 70 years of comics Metallic Ink",2010,49,"Marvel 2010 Rittenhouse: 70 years of comics ",72,2288,"2010 Rittenhouse 70 Years of Marvel Comics - Marvel Tribute",78,token_overlap_78%
1522,"marvel 2022 shang chi",2022,,,70,4417,"2022 Panini Marvel Versus",50,token_overlap_50%
1523,"marvel 2022 shang chi Blue",2022,,,70,4358,"2022 Fleer Ultra Marvel Avengers - Blue Foil",43,token_overlap_43%
1524,"marvel 2022 shang chi Dragon Scale",2022,,,70,4393,"2022 Fleer Ultra Marvel Avengers - Jambalaya",33,token_overlap_33%
1525,"marvel 2022 shang chi Gold",2022,,,70,4433,"2022 SkyBox Marvel Masterpieces - Gold Foil",53,subset_term_match_53%
1526,"marvel 2022 shang chi Patina",2022,,,70,4417,"2022 Panini Marvel Versus",40,token_overlap_40%
1527,"marvel 2022 shang chi Red",2022,,,70,4424,"2022 SkyBox Marvel Masterpieces - Battle Spectrum Red",43,token_overlap_43%
1528,"marvel 2022 shang chi Silver",2022,,,70,4572,"2022-23 Upper Deck Marvel Annual - Silver Sparkle",43,subset_term_match_43%
